file,ID,MISSION,DIVE,D_TGT,T_DIVE,MAX_BUOY,SM_CC,CALL_NDIVES,N_NOSURFACE,AH0_24V,AH0_10V,SC_RECORDABOVE,PA_RECORDABOVE,PA_PROFILE,CAPUPLOAD,D_BOOST,T_BOOST,e_pump_apogee,e_pump_surface,e_motors,e_comms,e_tt8_sampling,e_hotel,e_other,s_tt8_sampling,s_iridium,sensors,S_SciCon,I_SciCon,S_PAM,I_PAM,instrument,firmware,v24,ah24,v10,ah10,t_start,surface_min,dive_min,km_ground,maxdepth,t_above_100,t_above_200,t_above_300,t_above_500,t_above_900,n_eng,n_sbect,n_contopt,n_wlseaowl,n_auxCompass,n_wlbb2fl,km_water,kb_data,kb_cap,cc_apogee,j_apogee,cc_shallow,j_shallow,d_apogee,S_SBE_CT,I_SBE_CT,S_CONTOPT,I_CONTOPT,S_UVP,I_UVP,S_ESNDR,I_ESNDR
2018/DATA-20180308/p6440001.nc,644,5,1,90,30,150,250,1,0,310,0,2000,200,1,0,0,0,0.0994851,0.0116529,0.00539269,0.000136179,0.00520285,0.00943845,0,568.617,0,SciCon|PAM,2098,25.614,0,0,sbe41 contopt wlseaowl,66.12,13.52,1.042,13.41,0,1.52053e+09,4.58333,37.8333,0.666551,94.3285,2084.27,2084.27,2084.27,2084.27,2084.27,298,209,209,209,418,0,0.443658,6.806,72.761,307.601,4624.03,6.86829,120.293,91.4927,,,,,,,,
2018/DATA-20180308/p6440002.nc,644,5,2,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.109255,0.00148299,0.00620836,0.00953874,0.0109289,0.0150837,0,1194.42,181.161,SciCon|PAM,4382,25.048,2563,55,sbe41 contopt wlseaowl,66.12,13.5,1.219,13.2,0,1.52053e+09,5.51667,75.2167,1.54516,196.807,2058.65,4333.33,4333.33,4333.33,4333.33,524,435,432,434,868,0,1.00857,13.424,103.831,292.148,4796.08,35.8132,279.764,197.2,,,,,,,,
2018/DATA-20180308/p6440003.nc,644,5,3,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.121446,0,0.00519326,0.0131545,0.0120813,0.0154109,0,1320.36,243.963,SciCon|PAM,4416,25.47,4897,55,sbe41 contopt wlseaowl,66.12,13.5,1.411,13.18,0,1.52053e+09,7.03333,76.1,1.71873,212.208,1925.71,3924.52,4345.68,4345.68,4345.68,521,436,435,435,871,0,1.14478,13.464,105.28,341.943,5692.58,5.8871,24.3025,206.855,,,,,,,,
2018/DATA-20180308/p6440004.nc,644,5,4,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.135129,0,0.00497433,0.0124072,0.0121458,0.0159865,0,1327.41,222.609,SciCon|PAM,4632,25.266,4934,55,sbe41 contopt wlseaowl,66.12,13.52,1.612,13.43,0,1.52054e+09,6.88333,79.6167,1.94349,213.8,1998.89,4095.19,4557.41,4557.41,4557.41,538,457,457,457,913,0,1.11299,13.437,107.827,292.638,4827.35,136.63,1319.06,212.359,,,,,,,,
2018/DATA-20180308/p6440005.nc,644,5,5,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.148122,0,0.0071888,0.0191698,0.0132373,0.01623,0,1446.69,373.11,SciCon|PAM,4666,25.121,5366,55,sbe41 contopt wlseaowl,66.12,13.55,1.831,13.35,0,1.52055e+09,10.4167,79.6333,1.95073,213.88,1965.24,4131.25,4594.51,4594.51,4594.51,538,460,460,459,919,0,1.1084,13.443,109.937,292.393,4840.6,199.18,1809.96,212.357,,,,,,,,
2018/DATA-20180308/p6440006.nc,644,5,6,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.107305,0.00496753,0.005375,0.0173518,0.0125279,0.0156571,0,1369.17,310.907,SciCon|PAM,4473,25.154,0,0,sbe41 contopt wlseaowl,66.12,13.56,2.022,13.07,0,1.52055e+09,7.98333,76.0167,1.46384,213.87,1953.25,3947.53,4400.91,4400.91,4400.91,524,441,441,441,881,0,1.08646,13.438,105.402,309.564,5128.5,0,0,212.201,,,,,,,,
2018/DATA-20180308/p6440007.nc,644,5,7,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.108598,0.0040011,0.00587623,0.0114575,0.011607,0.0159966,0,1268.52,207.234,SciCon|PAM,4709,25.198,0,0,sbe41 contopt wlseaowl,66.12,13.57,2.208,13.45,0,1.52056e+09,5.85,79.6333,1.58129,214,2027.65,4177.78,4638.39,4638.39,4638.39,550,465,464,464,929,0,1.15352,13.437,107.556,315.205,5220.98,0,0,208.914,,,,,,,,
2018/DATA-20180308/p6440008.nc,644,5,8,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.114469,0,0.00434543,0.0133697,0.0118529,0.0157302,0,1295.4,244.068,SciCon|PAM,4717,25.253,0,0,sbe41 contopt wlseaowl,66.12,13.57,2.394,13.45,0,1.52056e+09,6.68333,80.8167,1.59587,213.064,2023.16,4201.16,4641.92,4641.92,4641.92,555,465,464,465,930,0,1.1284,13.426,106.304,302.941,5026.03,44.8892,360.149,208.923,,,,,,,,
2018/DATA-20180308/p6440009.nc,644,5,9,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.127796,0,0.00442578,0.0122924,0.0110067,0.0150671,0,1202.91,223.836,SciCon|PAM,4558,25.302,0,0,sbe41 contopt wlseaowl,66.12,13.59,2.589,13.39,0,1.52057e+09,6.2,77.7667,1.55918,213.771,1914.93,3997.66,4486.61,4486.61,4486.61,534,450,449,450,899,0,1.14835,13.434,101.711,319.13,5239.27,74.3247,750.737,211.629,,,,,,,,
2018/DATA-20180308/p6440010.nc,644,5,10,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.114226,0,0.00354827,0.0111977,0.0110329,0.0152473,0,1205.78,202.85,SciCon|PAM,4636,25.218,0,0,sbe41 contopt wlseaowl,66.12,13.58,2.771,13.51,0,1.52057e+09,5.85,79.55,1.38719,214.378,1990.15,4120.31,4564.96,4564.96,4564.96,547,458,457,457,914,0,1.1097,13.402,102.121,312.262,5160.02,31.3979,240.286,209.356,,,,,,,,
2018/DATA-20180308/p6440011.nc,644,5,11,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.1134,0.00150053,0.00391323,0.0118831,0.0111075,0.0151935,0,1213.94,215.008,SciCon|PAM,4597,25.26,0,0,sbe41 contopt wlseaowl,66.12,13.58,2.956,13.46,0,1.52058e+09,6.13333,77.55,1.20709,213.602,1918.73,4061.4,4525.7,4525.7,4525.7,536,453,453,453,906,0,1.11921,13.444,104.085,322.564,5349.9,9.81184,63.8772,208.073,,,,,,,,
2018/DATA-20180308/p6440012.nc,644,5,12,210,80,150,200,1,0,310,0,2000,200,1,0,0,0,0.120586,0,0.00397311,0.012696,0.0108335,0.0146531,0,1183.99,229.271,SciCon|PAM,4443,14.834,0,0,sbe41 contopt wlseaowl,66.12,13.57,3.131,13.48,0,1.52058e+09,6.41667,76.3,1.04329,213.921,1865.53,3909.72,4369.72,4369.72,4369.72,523,438,438,147,875,0,1.1289,13.43,97.414,339.735,5645.82,0,0,204.684,,,,,,,,
2018/DATA-20180308/p6440013.nc,644,5,13,210,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.0999743,0.0799156,0.00655235,0.0123658,0.0127263,0.0186846,0,1390.85,229.327,SciCon|PAM,5458,14.886,0,0,sbe41 contopt wlseaowl,66.12,13.58,3.379,13.48,0,1.52059e+09,6.31667,98.15,1.0162,213.135,2031.34,4868.7,5380.59,5380.59,5380.59,598,540,539,181,1079,0,1.18359,13.424,117.923,292.638,4832.44,0,0,212.195,,,,,,,,
2018/DATA-20180308/p6440014.nc,644,5,14,300,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.107206,0.00763683,0.0066116,0.000269288,0.0162194,0.0157239,0,1772.61,0,SciCon|PAM,6890,15.035,0,0,sbe41 contopt wlseaowl,66.12,13.53,3.582,13.43,0,1.52059e+09,3.61667,117.067,1.23214,293.047,2392.65,4602.65,6882.65,6882.65,6882.65,810,689,688,230,1377,0,1.60117,20.071,159.166,292.638,5153.99,0,0,292.295,,,,,,,,
2018/DATA-20180308/p6440015.nc,644,5,15,300,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.107432,0.00765914,0.00634247,0.015997,0.0188812,0.0153261,0,2063.52,284.273,SciCon|PAM,6827,14.822,0,0,sbe41 contopt wlseaowl,66.12,13.53,3.777,13.48,0,1.5206e+09,7.31667,114.733,0.976435,298.002,2177.81,4407.81,6747.81,6747.81,6747.81,777,675,675,225,1350,0,1.58795,20.064,147.134,292.393,5182.18,0,0,297.297,,,,,,,,
2018/DATA-20180308/p6440016.nc,644,5,16,300,140,150,200,1,0,310,0,2000,200,1,0,0,0,0.108498,0.00779896,0.00457056,0.0149798,0.0206038,0.0167218,0,2251.78,264.299,SciCon|PAM,7713,14.807,0,0,sbe41 contopt wlseaowl,66.12,13.52,3.98,13.47,0,1.52061e+09,7.13333,129.367,1.10662,299.873,2533.58,4993.58,7633.58,7633.58,7633.58,888,764,763,256,1527,0,1.74121,23.353,162.957,292.393,5235.71,0,0,299.2,,,,,,,,
2018/DATA-20180308/p6440017.nc,644,5,17,300,85,300,200,1,0,310,0,2000,200,1,0,0,0,0.214689,0,0.004421,0.0154117,0.0132692,0.0115425,0,1450.19,276.522,SciCon|PAM,4190,14.807,0,0,sbe41 contopt wlseaowl,66.12,13.48,4.25,13.32,0,1.52062e+09,7.3,71.2,0.912748,298.381,1277.59,2527.97,4107.61,4107.61,4107.61,472,411,409,137,821,0,1.49976,13.447,93.019,585.522,10219.4,0,0,294.298,,,,,,,,
2018/DATA-20180308/p6440018.nc,644,5,18,300,85,300,200,1,0,310,0,2000,200,1,0,0,0,0.21097,0,0.00542607,0.0103998,0.0119176,0.0116382,0,1302.47,187.744,SciCon|PAM,4150,15.035,0,0,sbe41 contopt wlseaowl,66.12,13.49,4.512,12.98,0,1.52062e+09,5.21667,70.7833,1.05081,286.887,1340.45,2631.06,4091.26,4091.26,4091.26,474,410,409,137,819,0,1.48704,13.422,93.105,585.031,10095.7,0,0,283.294,,,,,,,,
2018/DATA-20180308/p6440019.nc,644,5,19,300,95,300,200,1,0,310,0,2000,200,1,0,0,0,0.212781,0,0.00630883,0.0116105,0.0126156,0.0119047,0,1378.76,214.576,SciCon|PAM,4332,14.922,0,0,sbe41 contopt wlseaowl,66.12,13.49,4.778,13.32,0,1.52063e+09,5.85,74.05,1.31827,290.848,1391.48,2721.48,4273.95,4273.95,4273.95,492,428,427,143,855,0,1.53436,13.442,96.277,585.031,10135,0,0,287.24,,,,,,,,
2018/DATA-20180308/p6440020.nc,644,5,20,300,105,300,200,1,0,310,0,2000,200,1,0,0,0,0.211746,0,0.00391764,0.0118332,0.0129136,0.0120326,0,1411.32,216.932,SciCon|PAM,4477,14.897,0,0,sbe41 contopt wlseaowl,66.12,13.48,5.045,13.38,0,1.52063e+09,5.8,76.1,1.23768,288.321,1458.6,2868.6,4420.3,4420.3,4420.3,511,443,442,149,885,0,1.57233,13.433,96.539,584.295,10123.4,0,0,284.892,,,,,,,,
2018/DATA-20180308/p6440021.nc,644,5,21,300,105,300,200,1,0,310,0,2000,200,1,0,0,0,0.213157,0,0.00591276,0.0116785,0.0140923,0.0131601,0,1540.14,216.048,SciCon|PAM,4949,14.977,0,0,sbe41 contopt wlseaowl,66.12,13.45,5.317,13,0,1.52063e+09,5.8,84.4667,1.24409,296.968,1506.53,2967.41,4889.62,4889.62,4889.62,561,490,489,164,978,0,1.68802,13.434,107.728,584.786,10166,0,0,298.2,,,,,,,,
2018/DATA-20180308/p6440022.nc,644,5,22,300,105,300,200,1,0,310,0,2000,200,1,0,0,0,0.213398,0,0.00375734,0.0131062,0.0133561,0.0123272,0,1459.68,235.822,SciCon|PAM,4593,14.889,0,0,sbe41 contopt wlseaowl,66.12,13.48,5.587,13.29,0,1.52064e+09,6.28333,77.7833,1.07546,293.237,1453.33,2883.33,4525.61,4525.61,4525.61,521,454,453,151,906,0,1.60566,13.415,97.936,585.276,10182.5,0,0,289.25,,,,,,,,
2018/DATA-20180308/p6440023.nc,644,5,23,300,105,300,200,1,0,310,0,2000,200,1,0,0,0,0.211605,0,0.00375024,0.0120786,0.0130996,0.012307,0,1431.65,222.174,SciCon|PAM,4578,14.848,0,0,sbe41 contopt wlseaowl,66.12,13.46,5.855,12.99,0,1.52065e+09,5.88333,77.9833,0.958909,292.092,1466.03,2906.03,4516.48,4516.48,4516.48,525,452,452,151,903,0,1.60316,13.442,98.322,584.786,10127.7,0,0,287.896,,,,,,,,
2018/DATA-20180308/p6440024.nc,644,5,24,300,105,300,200,1,0,310,0,2000,200,1,0,0,0,0.21269,0,0.00448204,0.0112039,0.012839,0.0122837,0,1403.17,201.097,SciCon|PAM,4540,14.802,0,0,sbe41 contopt wlseaowl,66.12,13.47,6.121,13,0,1.52065e+09,5.61667,77,0.989253,295.456,1398.27,2818.85,4479.07,4479.07,4479.07,516,448,439,150,896,0,1.5947,13.45,97.931,584.295,10120,0,0,291.587,,,,,,,,
2018/DATA-20180308/p6440025.nc,644,5,25,300,105,300,200,1,0,310,0,2000,200,1,0,0,0,0.212469,0,0.00425092,0.0129915,0.0131755,0.0123516,0,1439.94,237.334,SciCon|PAM,4470,14.961,0,0,sbe41 contopt wlseaowl,66.12,13.46,6.39,12.99,0,1.52066e+09,6.18333,76.2,0.988856,289.266,1463.3,2843.7,4406.48,4406.48,4406.48,511,441,441,148,882,0,1.56738,13.415,99.448,585.276,10150.6,0,0,287.094,,,,,,,,
2018/DATA-20180308/p6440026.nc,644,5,26,300,105,250,200,1,0,310,0,2000,200,1,0,0,0,0.176346,0,0.00632801,0.0110482,0.0136434,0.0125695,0,1491.09,200.328,SciCon|PAM,4777,14.969,0,0,sbe41 contopt wlseaowl,66.12,13.48,6.623,13.41,0,1.52066e+09,5.55,81.45,0.958053,282.111,1575.14,3135.5,4715.5,4715.5,4715.5,548,472,472,158,943,0,1.50897,13.443,105.782,486.422,8423.46,0,0,279.106,,,,,,,,
2018/DATA-20180308/p6440027.nc,644,5,27,300,105,250,200,1,0,310,0,2000,200,1,0,0,0,0.17515,0,0.00491974,0.0129898,0.0142792,0.0126871,0,1560.57,237.681,SciCon|PAM,4902,14.877,0,0,sbe41 contopt wlseaowl,66.12,13.49,6.859,13.43,0,1.52067e+09,6.26667,83.5333,0.982643,268.447,1746.91,3437.09,4837.8,4837.8,4837.8,568,484,484,162,968,0,1.52955,13.426,108.087,486.667,8392.02,0,0,265.354,,,,,,,,
2018/DATA-20180308/p6440028.nc,644,5,28,300,115,250,200,1,0,310,0,2000,200,1,0,0,0,0.175337,0,0.00654436,0.0132467,0.0148852,0.0131015,0,1626.8,242.302,SciCon|PAM,4954,14.989,0,0,sbe41 contopt wlseaowl,66.12,13.49,7.097,13.33,0,1.52067e+09,6.4,84.3,1.05401,268.03,1725.33,3435.33,4887.97,4887.97,4887.97,569,490,489,164,978,0,1.53143,13.399,112.859,487.403,8375.2,0,0,265.102,,,,,,,,
2018/DATA-20180308/p6440029.nc,644,5,29,300,115,250,200,1,0,310,0,2000,200,1,0,0,0,0.174559,0,0.0068441,0.0122503,0.0143777,0.0129264,0,1571.33,218.454,SciCon|PAM,4965,15.038,0,0,sbe41 contopt wlseaowl,66.12,13.48,7.332,13.31,0,1.52068e+09,5.96667,84.4333,0.960675,264.795,1766.14,3516.5,4898.45,4898.45,4898.45,576,490,490,164,980,0,1.53091,13.432,110.418,486.177,8371.92,0,0,262.05,,,,,,,,
2018/deployment 2018/p6440030.nc,644,5,30,300,115,250,200,1,0,310,0,2000,200,1,0,0,0,0.175001,0,0.00449983,0.0114875,0.0141563,0.0127834,0,1547.13,205.214,SciCon|PAM,4891,15.211,0,0,sbe41 contopt wlseaowl,66.12,13.5,7.566,13.43,0,1.52068e+09,5.8,83.2,1.0335,261.591,1784.21,3524.21,4825.51,4825.51,4825.51,568,483,483,161,965,0,1.50971,13.444,109.806,487.158,8358.4,0,0,258.692,,,,,,,,
2018/DATA-20180308/p6440031.nc,644,5,31,300,115,200,200,1,0,310,0,2000,200,1,0,0,0,0.138708,0.000112837,0.00630894,0.0115899,0.0156027,0.013485,0,1705.21,209.113,SciCon|PAM,5479,15.063,0,0,sbe41 contopt wlseaowl,66.12,13.5,7.77,13.35,0,1.52069e+09,5.81667,92.2167,0.869856,255.231,2059.5,4059.5,5411.99,5411.99,5411.99,640,542,541,181,1083,0,1.4728,16.757,122.774,389.53,6665.16,0,0,253.054,,,,,,,,
2018/DATA-20180308/p6440032.nc,644,5,32,300,115,200,200,1,0,310,0,2000,200,1,0,0,0,0.139649,0.000109618,0.00403007,0.0122878,0.015694,0.0131599,0,1715.19,220.542,SciCon|PAM,5455,15.013,0,0,sbe41 contopt wlseaowl,66.12,13.51,7.975,13.45,0,1.52069e+09,6.56667,91.25,0.988222,252.583,2064.72,4114.72,5385.1,5385.1,5385.1,642,539,539,181,1078,0,1.45411,16.718,119.573,389.775,6705.27,0,0,250.602,,,,,,,,
2018/DATA-20180308/p6440033.nc,644,5,33,300,115,200,200,1,0,310,0,2000,200,1,0,0,0,0.140846,0.000111233,0.00532908,0.0122145,0.0158357,0.0134971,0,1730.68,218.393,SciCon|PAM,5640,14.814,0,0,sbe41 contopt wlseaowl,66.12,13.5,8.181,13.44,0,1.5207e+09,6.05,94.95,0.942767,256.047,2138.34,4249.24,5569.44,5569.44,5569.44,658,557,556,187,1114,0,1.50447,16.73,124.663,389.53,6750.18,0,0,253.646,,,,,,,,
2018/DATA-20180308/p6440034.nc,644,5,34,300,115,200,200,1,0,310,0,2000,200,1,0,0,0,0.1402,0.000105857,0.004007,0.0135703,0.0162504,0.0134871,0,1776,244.625,SciCon|PAM,5552,14.882,0,0,sbe41 contopt wlseaowl,66.12,13.5,8.388,13.33,0,1.5207e+09,6.81667,92.7833,1.31143,254.694,2118.69,4159.1,5479.56,5479.56,5479.56,654,548,546,184,1096,0,1.47363,16.72,124.066,390.021,6714.63,0,0,252.95,,,,,,,,
2018/DATA-20180308/p6440035.nc,644,5,35,300,115,200,200,1,0,310,0,2000,200,1,0,0,0,0.141706,0.00010829,0.00563454,0.0131153,0.016907,0.0140937,0,1847.76,233.742,SciCon|PAM,5926,15.017,0,0,sbe41 contopt wlseaowl,66.12,13.48,8.6,13.32,0,1.52071e+09,6.65,99.5,1.51507,264.567,2082.64,4153.38,5856.78,5856.78,5856.78,685,587,585,196,1172,0,1.54443,16.748,130.417,389.53,6792.31,0,0,265.65,,,,,,,,
2018/DATA-20180308/p6440036.nc,644,5,36,300,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.106688,0.0080618,0.00475964,0.0128258,0.0183988,0.0154309,0,2010.8,227.076,SciCon|PAM,6609,15.05,0,0,sbe41 contopt wlseaowl,66.12,13.53,8.79,13.47,0,1.52072e+09,6.3,111.2,1.6981,253.41,2574.11,5065.44,6536,6536,6536,774,654,654,219,1307,0,1.44757,20.015,147.905,292.393,5127.96,0,0,252.193,,,,,,,,
2018/DATA-20180308/p6440037.nc,644,5,37,300,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.103057,0.00814153,0.00451407,0.0151854,0.0175622,0.0140075,0,1919.37,283.026,SciCon|PAM,5879,14.94,0,0,sbe41 contopt wlseaowl,66.12,13.55,8.974,13.49,0,1.52072e+09,7.5,99,1.48433,225.619,2507.99,4999.79,5800.16,5800.16,5800.16,699,580,580,194,1161,0,1.27635,16.719,134.2,292.638,4963.2,0,0,224.711,,,,,,,,
2018/DATA-20180308/p6440038.nc,644,5,38,300,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.151955,0,0.00525233,0.0137896,0.0158535,0.0133869,0,1732.62,253.168,SciCon|PAM,5429,14.892,0,0,sbe41 contopt wlseaowl,66.12,13.54,9.185,13.43,0,1.52073e+09,6.76667,92.1333,1.10997,222.942,2208.89,4648.89,5358.89,5358.89,5358.89,630,536,536,179,1071,0,1.23535,16.76,119.426,292.638,4928.06,141.29,2104.16,221.552,,,,,,,,
2018/DATA-20180308/p6440039.nc,644,5,39,300,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.102518,0.0081625,0.0067749,0.0145504,0.0177886,0.014345,0,1944.11,265.182,SciCon|PAM,5786,14.993,0,0,sbe41 contopt wlseaowl,66.12,13.53,9.369,13.37,0,1.52074e+09,6.93333,97.5667,0.567037,222.972,2565.33,5026,5717.21,5717.21,5717.21,698,572,571,191,1144,0,1.25789,16.727,135.575,292.638,4934.41,0,0,222.851,,,,,,,,
2018/DATA-20180308/p6440040.nc,644,5,40,300,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.103034,0.00813694,0.0059064,0.0130871,0.0168177,0.0139704,0,1838.01,235.132,SciCon|PAM,5635,14.938,0,0,sbe41 contopt wlseaowl,66.12,13.54,9.549,13.48,0,1.52074e+09,6.46667,95.0333,0.216917,219.537,2486.32,4967.76,5560.6,5560.6,5560.6,672,557,557,187,1112,0,1.22923,16.73,133.821,293.374,4961.05,0,0,218.35,,,,,,,,
2018/DATA-20180308/p6440041.nc,644,5,41,300,120,150,200,1,0,310,0,2000,200,1,0,0,0,0.103315,0.00830064,0.00776999,0.0127489,0.0172307,0.0144223,0,1883.13,229.243,SciCon|PAM,5859,14.878,0,0,sbe41 contopt wlseaowl,66.12,13.53,9.731,13.47,0,1.52075e+09,6.36667,98.5,0.461333,222.096,2566.15,5117.45,5787.45,5787.45,5787.45,697,579,579,193,1158,0,1.26708,16.779,137.886,292.393,4967.2,0,0,220.903,,,,,,,,
2018/DATA-20180308/p6440042.nc,644,5,42,300,105,250,200,1,0,310,0,2000,200,1,0,0,0,0.172194,0,0.00482873,0.0140784,0.0136041,0.0119765,0,1486.79,249.184,SciCon|PAM,4380,14.898,0,0,sbe41 contopt wlseaowl,66.12,13.46,9.961,13.41,0,1.52076e+09,6.8,74.4333,1.1763,237.783,1763.3,3444.44,4304.45,4304.45,4304.45,513,431,431,144,862,0,1.32967,13.441,101.143,487.648,8216,0,0,234.546,,,,,,,,
2018/DATA-20180308/p6440043.nc,644,5,43,300,105,250,200,1,0,310,0,2000,200,1,0,0,0,0.166998,0,0.00411969,0.0135809,0.0126652,0.0111688,0,1384.18,250.441,SciCon|PAM,4030,14.905,0,0,sbe41 contopt wlseaowl,66.12,13.49,10.183,13.37,0,1.52076e+09,6.36667,68.55,1.16647,214.391,1718.92,3481.02,3971.03,3971.03,3971.03,480,398,397,134,794,0,1.21852,13.464,94.353,487.158,8013.11,0,0,211.296,,,,,,,,
2018/DATA-20180308/p6440044.nc,644,5,44,300,105,250,200,1,0,310,0,2000,200,1,0,0,0,0.169006,0,0.0038608,0.0106465,0.0123958,0.0114233,0,1354.73,197.827,SciCon|PAM,4075,14.813,0,0,sbe41 contopt wlseaowl,66.12,13.49,10.402,13.43,0,1.52076e+09,5.46667,69.6167,1.20907,215.376,1774.79,3516.06,4016.51,4016.51,4016.51,487,402,401,135,804,0,1.22967,13.402,94.555,487.158,8072.7,0,0,212.696,,,,,,,,
2018/DATA-20180308/p6440045.nc,644,5,45,300,105,250,200,1,0,310,0,2000,200,1,0,0,0,0.167647,0,0.00419907,0.011857,0.0125852,0.0115138,0,1375.43,219.663,SciCon|PAM,4025,15.177,0,0,sbe41 contopt wlseaowl,66.12,13.5,10.623,13.44,0,1.52077e+09,5.78333,68.4667,1.37204,217.158,1744.99,3436.36,3966.36,3966.36,3966.36,480,397,397,133,793,0,1.21802,13.435,94.762,486.667,8013.96,0,0,213.8,,,,,,,,
2018/DATA-20180308/p6440046.nc,644,5,46,300,105,200,200,1,0,310,0,2000,200,1,0,0,0,0.136135,0.000113794,0.0060197,0.0105194,0.0146912,0.0128788,0,1605.59,192.061,SciCon|PAM,4947,15,0,0,sbe41 contopt wlseaowl,66.12,13.51,10.819,13.44,0,1.52077e+09,5.45,83.35,1.53769,235.603,2035.74,4006.67,4886.67,4886.67,4886.67,588,490,489,164,978,0,1.3314,13.452,114.252,389.775,6539.74,0,0,233.598,,,,,,,,
2018/DATA-20180308/p6440047.nc,644,5,47,300,105,200,200,1,0,310,0,2000,200,1,0,0,0,0.135581,0.000103897,0.00468839,0.0128816,0.0146157,0.0124046,0,1597.35,239.106,SciCon|PAM,4753,14.93,0,0,sbe41 contopt wlseaowl,66.12,13.52,11.015,13.45,0,1.52078e+09,6.35,79.5333,1.56926,222.922,2084.39,4036.82,4687.17,4687.17,4687.17,568,469,469,157,938,0,1.26964,13.425,111.702,389.775,6517.81,0,0,221.248,,,,,,,,
2018/DATA-20180308/p6440048.nc,644,5,48,300,105,200,200,1,0,310,0,2000,200,1,0,0,0,0.136955,9.96094e-05,0.00482961,0.0123763,0.0143533,0.012417,0,1568.67,230.068,SciCon|PAM,4768,14.937,0,0,sbe41 contopt wlseaowl,66.12,13.52,11.212,13.45,0,1.52078e+09,6.16667,80.3833,1.63815,228.267,1993.03,3943.79,4703.79,4703.79,4703.79,563,471,470,158,941,0,1.28434,13.413,110.764,390.021,6571.4,0,0,226.307,,,,,,,,
2018/DATA-20180308/p6440049.nc,644,5,49,300,105,200,200,1,0,310,0,2000,200,1,0,0,0,0.138037,0.000100672,0.00410462,0.0124561,0.0149435,0.0127782,0,1633.17,231.062,SciCon|PAM,5200,14.86,0,0,sbe41 contopt wlseaowl,66.12,13.5,11.412,13.39,0,1.52079e+09,6.31667,87.6167,1.78344,243.357,2028,4078,5138,5138,5138,608,514,513,172,1027,0,1.4019,16.748,115.676,390.021,6604.81,0,0,241.308,,,,,,,,
2018/DATA-20180308/p6440050.nc,644,5,50,300,115,200,200,1,0,310,0,2000,200,1,0,0,0,0.138073,0.000105283,0.00402209,0.0125476,0.0160023,0.0135491,0,1748.89,224.097,SciCon|PAM,5670,15.019,0,0,sbe41 contopt wlseaowl,66.12,13.51,11.617,13.45,0,1.52079e+09,6.58333,95.3167,1.83317,246.711,2200,4400,5600.38,5600.38,5600.38,661,561,561,188,1121,0,1.52788,16.713,123.812,390.021,6630.43,0,0,245.453,,,,,,,,
2018/DATA-20180308/p6440051.nc,644,5,51,300,115,200,200,1,0,310,0,2000,200,1,0,0,0,0.140603,0.000106717,0.00461305,0.013869,0.0162717,0.0135148,0,1778.33,252.247,SciCon|PAM,5622,14.863,0,0,sbe41 contopt wlseaowl,66.12,13.5,11.825,13.32,0,1.5208e+09,7.08333,94.5,1.67947,259.361,2049.7,4130.7,5551.09,5551.09,5551.09,653,555,555,185,1110,0,1.5088,16.726,123.847,391.002,6752.54,0,0,257.747,,,,,,,,
2018/DATA-20180308/p6440052.nc,644,5,52,300,115,200,200,1,0,310,0,2000,200,1,0,0,0,0.142233,0.000116025,0.0051059,0.0154227,0.0169713,0.0142539,0,1854.79,271.501,SciCon|PAM,5647,14.889,0,0,sbe41 contopt wlseaowl,66.12,13.48,12.039,13.42,0,1.52081e+09,7.4,95,2.05038,263.482,2102.97,4084.35,5574.58,5574.58,5574.58,659,558,558,187,1115,0,1.51672,16.751,131.341,389.53,6812.36,0,0,261.8,,,,,,,,
2018/DATA-20180308/p6440053.nc,644,5,53,300,105,200,200,1,0,310,0,2000,200,1,0,0,0,0.141197,0.000106431,0.00367349,0.0140504,0.016115,0.0135461,0,1761.2,255.896,SciCon|PAM,5697,14.968,0,0,sbe41 contopt wlseaowl,66.12,13.48,12.248,13.43,0,1.52081e+09,6.78333,95.7,1.83695,262.367,2052.45,4162.46,5622.89,5622.89,5622.89,660,563,562,188,1125,0,1.54745,16.777,124.811,390.021,6759.56,0,0,260.597,,,,,,,,
